district_from_state,code,name_from_state,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
Union County Public Schools,900304,Benton Heights Elementary,Southwest,Y,47.4,C,Exceeded,47.2,
Union County Public Schools,900305,New Town Elementary,Southwest,,<5,A,Exceeded,89.2,
Pitt County Schools,740400,Wahl Coates Elementary,Northeast,Y,78.6,D,Met,42.6,
Union County Public Schools,900307,Rocky River Elementary,Southwest,Y,63.4,B,Met,64.8,
Pitt County Schools,740334,Falkland Elementary,Northeast,Y,78.7,D,Exceeded,35.1,
Union County Public Schools,900310,Cuthbertson Middle,Southwest,,5.9,A,Exceeded,87.4,
Union County Public Schools,900311,Cuthbertson High,Southwest,,<5,A,Exceeded,87.6,>95
Union County Public Schools,900312,Fairview Elementary,Southwest,,25.5,B,Exceeded,77,
Robeson County Schools,780403,Saint Pauls Middle,Sandhills,Y,78.8,D,Exceeded,39.2,
Union County Public Schools,900316,Forest Hills High,Southwest,,60,C,Exceeded,47.6,84.8
Union County Public Schools,900318,Hemby Bridge Elementary,Southwest,,24.8,B,Met,76.8,
Union County Public Schools,900320,Indian Trail Elementary,Southwest,,35.7,B,Exceeded,69.2,
Union County Public Schools,900328,Kensington Elementary,Southwest,,5.4,A,Met,89.8,
Union County Public Schools,900332,Marshville Elementary,Southwest,Y,53.5,C,Met,51.5,
Union County Public Schools,900334,Marvin Elementary,Southwest,,<5,A,Met,92.5,
Union County Public Schools,900336,Monroe High,Southwest,,70.4,C,Exceeded,39.3,76.1
Union County Public Schools,900340,New Salem Elementary,Southwest,,31.5,B,Met,72.8,
Union County Public Schools,900341,Porter Ridge Elementary,Southwest,,45.6,C,Met,62.3,
Union County Public Schools,900342,Porter Ridge High School,Southwest,,25.5,B,Met,66.1,94.3
Union County Public Schools,900343,Porter Ridge Middle School,Southwest,,28.4,B,Met,75.7,
Union County Public Schools,900344,Parkwood High,Southwest,,29.1,B,Exceeded,65.3,>95
Union County Public Schools,900346,Parkwood Middle,Southwest,,39.9,C,Met,62.4,
Union County Public Schools,900347,Poplin Elementary,Southwest,,19.6,B,Met,84.2,
Union County Public Schools,900348,Piedmont High,Southwest,,19.5,B,Exceeded,68.5,>95
Union County Public Schools,900350,Piedmont Middle,Southwest,,27,C,Not Met,69.3,
Union County Public Schools,900351,Rock Rest Elementary,Southwest,Y,54.7,B,Met,68.7,
Union County Public Schools,900352,Prospect Elementary,Southwest,,41,C,Not Met,52.5,
Union County Public Schools,900353,Sandy Ridge Elementary,Southwest,,5.8,A,Exceeded,88.1,
Union County Public Schools,900354,Sardis Elementary,Southwest,Y,62.4,B,Met,70.7,
Union County Public Schools,900356,Shiloh Elementary,Southwest,,46.5,B,Met,68.9,
Union County Public Schools,900358,Stallings Elementary,Southwest,,20.4,B,Exceeded,76.5,
Union County Public Schools,900360,Sun Valley High,Southwest,,25.1,B,Not Met,57,93.1
Union County Public Schools,900362,Sun Valley Middle,Southwest,,33,C,Not Met,64.6,
Union County Public Schools,900363,Sun Valley Elementary,Southwest,,26.3,B,Exceeded,72,
Union County Public Schools,900364,Union Elementary,Southwest,Y,66.9,B,Met,65.8,
Union County Public Schools,900365,South Providence,Southwest,,71.9,ALT,,,
Union County Public Schools,900366,Central Academy of Technology and Arts,Southwest,,15,A,Exceeded,94.6,>95
Union County Public Schools,900367,Union County Early College,Southwest,,28.2,A,Exceeded,93.4,>95
Union County Public Schools,900368,Unionville Elementary,Southwest,,27,A,Exceeded,84,
Nash-Rocky Mount Schools,640342,CITI High School,North Central,Y,83.3,F,Not Met,<5,
Union County Public Schools,900372,Waxhaw Elementary,Southwest,,41.7,C,Not Met,62.8,
Union County Public Schools,900376,Weddington Elementary,Southwest,,<5,A,Exceeded,93.2,
Union County Public Schools,900377,Weddington High,Southwest,,5.1,A,Met,89.3,>95
Union County Public Schools,900378,Weddington Middle,Southwest,,6,A,Exceeded,93.9,
Union County Public Schools,900380,Wesley Chapel Elementary,Southwest,,12.2,A,Exceeded,86.8,
Union County Public Schools,900384,Western Union Elementary,Southwest,,35,B,Met,67.8,
Duplin County Schools,310384,Rose Hill-Magnolia Elementary,Southeast,Y,78.9,D,Exceeded,40,
Union County Public Schools,900391,Marvin Ridge Middle,Southwest,,<5,A,Exceeded,92.2,
Union County Public Schools,900392,Wolfe School,Southwest,,39.4,ALT,,,
Union County Public Schools,900393,Marvin Ridge High,Southwest,,<5,A,Exceeded,92.1,>95
Vance County Schools,910304,Aycock Elementary,North Central,Y,58.4,C,Met,57.7,
Vance County Schools,910308,Carver Elementary,North Central,Y,67.6,C,Met,51.6,
Vance County Schools,910311,Clarke Elementary,North Central,Y,72.7,C,Not Met,51.6,
Vance County Schools,910314,Dabney Elementary,North Central,Y,65.9,C,Met,48.4,
Guilford County Schools,410366,Waldo C Falkener Sr Elementary,Piedmont-Triad,Y,79,D,Not Met,35.1,
Nash-Rocky Mount Schools,640302,Fairview Elementary,North Central,Y,83.8,F,,,
Nash-Rocky Mount Schools,640326,D S Johnson Elementary,North Central,Y,84.8,F,Met,21.1,
Vance County Schools,910356,Pinkston Street Elementary,North Central,Y,82.5,C,Met,56.5,
Charter Schools,65B000,Wilmington Preparatory Academy,Southeast,Y,79.3,D,Exceeded,42.3,
Vance County Schools,910368,AdVance Academy,North Central,,67,ALT,,,
Nash-Rocky Mount Schools,640306,Baskerville Elementary,North Central,Y,85.9,F,Not Met,19,
Vance County Schools,910376,L B Yancey Elementary,North Central,Y,73.1,C,Not Met,59.1,
Vance County Schools,910380,Zeb Vance Elementary,North Central,Y,57.4,C,Not Met,50.9,
Vance County Schools,910382,Vance Co Early College,North Central,,27.8,A,Exceeded,86.9,>95
Vance County Schools,910384,STEM Early High,North Central,Y,45.5,A,Exceeded,82.6,
Wake County Schools,920302,River Bend Elementary,North Central,Y,60.4,C,Exceeded,47.4,
Wake County Schools,920303,Abbotts Creek Elementary,North Central,,24.1,B,Exceeded,73.6,
Wake County Schools,920304,Adams Elementary,North Central,,45.8,C,Met,62.6,
Wake County Schools,920306,Herbert Akins Rd Elementary,North Central,,19.5,B,Not Met,72.4,
Wake County Schools,920307,Alston Ridge Elementary,North Central,,10.4,B,Met,80.5,
Wake County Schools,920308,Apex Elementary,North Central,,26.2,B,Met,76.6,
Wake County Schools,920312,Apex Middle,North Central,,18.3,B,Not Met,76.5,
Wake County Schools,920315,Apex Friendship Middle,North Central,,13.1,A,Exceeded,84,
Wake County Schools,920316,Apex High,North Central,,13.9,B,Met,74.9,94.8
Wake County Schools,920317,Apex Friendship High,North Central,,7.7,B,Met,78.7,>95
Wake County Schools,920318,Athens Drive High,North Central,,37.6,B,Met,59.8,86.7
Wayne County Public Schools,960316,Carver Elementary,Southeast,Y,79.3,D,Met,42.5,
Wake County Schools,920324,Longview,North Central,Y,77.6,ALT,,,
Wake County Schools,920325,Banks Road Elementary,North Central,,32.1,C,Not Met,61.6,
Durham Public Schools,320360,Oak Grove Elementary,North Central,Y,79.4,D,Not Met,43.4,
Wake County Schools,920327,Ballentine Elementary,North Central,,27,C,Met,65.8,
Wake County Schools,920328,Baucom Elementary,North Central,,20.6,B,Exceeded,79.7,
New Hanover County Schools,650312,R Freeman Sch of Engineering,Southeast,Y,>95,F,Met,21.5,
Craven County Schools,250320,Vanceboro-Farm Life Elementary,Southeast,Y,79.6,D,Not Met,45.6,
Wake County Schools,920334,Brassfield Elementary,North Central,,29.4,B,Met,71.5,
Wake County Schools,920336,Brentwood Elementary,North Central,Y,74.8,C,Met,50,
Wake County Schools,920340,Briarcliff Elementary,North Central,Y,41,B,Met,71,
Wake County Schools,920342,Brier Creek Elementary,North Central,,32.3,C,Met,58.4,
Wake County Schools,920344,Brooks Elementary,North Central,,38,C,Not Met,58.9,
Wake County Schools,920348,Needham Broughton High,North Central,,26.8,C,Not Met,52.7,87.5
Wake County Schools,920349,Bryan Road Elementary,North Central,Y,48.8,B,Exceeded,66.9,
Wake County Schools,920351,Buckhorn Creek Elementary,North Central,,32.5,C,Not Met,63.8,
Forsyth County Schools,340462,North Hills Elementary,Piedmont-Triad,Y,79.7,D,Exceeded,32.9,
Wake County Schools,920356,Carnage Middle,North Central,,37.8,B,Met,67,
Wake County Schools,920358,Carpenter Elementary,North Central,,20.8,B,Not Met,73.5,
Wake County Schools,920360,Carroll Middle,North Central,,46.9,C,Not Met,54.3,
Wake County Schools,920362,Carver Elementary,North Central,Y,63.8,C,Met,51.6,
Wake County Schools,920364,Cary Elementary,North Central,,36.9,C,Met,67,
Wake County Schools,920368,Cary High,North Central,,28.6,C,Not Met,56.1,86.4
Wake County Schools,920369,Cedar Fork Elementary,North Central,,10.1,A,Met,86,
Scotland County Schools,830364,Sycamore Lane Elementary,Sandhills,Y,79.7,D,Not Met,30.6,
Wake County Schools,920376,Combs Elementary,North Central,,36.8,B,Met,74.1,
Wake County Schools,920380,Conn Elementary,North Central,Y,40,C,Met,65.5,
Wake County Schools,920381,Connections Academy,North Central,,78.6,ALT,,,
Wake County Schools,920384,Creech Road Elementary,North Central,Y,73.3,C,Exceeded,47,
Wake County Schools,920386,Crossroads FLEX,North Central,,<5,B,Not Met,74.6,94.1
Wake County Schools,920388,Daniels Middle,North Central,,31.3,B,Met,68.2,
Wake County Schools,920390,Davis Drive Elementary,North Central,,<5,A,Exceeded,91.1,
Wake County Schools,920391,Davis Drive Middle,North Central,,8.3,A,Exceeded,89,
Wake County Schools,920393,Dillard Drive Elementary,North Central,Y,61.4,C,Met,55.4,
New Hanover County Schools,650404,Wrightsboro Elementary,Southeast,Y,79.9,D,Met,39.4,
Durham Public Schools,320346,Lowe's Grove Middle,North Central,Y,80,D,Met,36.5,
Wake County Schools,920398,Durant Road Elementary,North Central,Y,45.2,C,Exceeded,55,
Wake County Schools,920399,Durant Road Middle,North Central,,45.3,C,Not Met,57.9,
Wake County Schools,920400,Reedy Creek Middle,North Central,,39.9,C,Met,62.9,
Wake County Schools,920402,East Cary Middle,North Central,,33.3,C,Not Met,64,
Northampton County Schools,660308,Conway Middle,Northeast,Y,64.5,F,Not Met,23.9,
Wake County Schools,920404,East Garner Middle,North Central,,60.3,C,Met,49.7,
New Hanover County Schools,650392,Williston Middle,Southeast,Y,80,D,Not Met,36.1,
Charlotte-Mecklenburg Schools,600574,Walter G Byers School,Southwest,Y,80.1,D,Exceeded,40.2,
Wake County Schools,920411,East Wake High,North Central,,54.8,C,Met,45.1,81.6
Wake County Schools,920412,Enloe High,North Central,,26.1,B,Not Met,65.6,93.7
Guilford County Schools,410542,George C Simkins Jr Elementary,Piedmont-Triad,Y,80.3,D,Not Met,46.6,
Wake County Schools,920414,Farmington Woods Elementary,North Central,,31.6,B,Exceeded,72.2,
Wake County Schools,920415,Fox Road Elementary,North Central,Y,75.6,C,Exceeded,55.3,
Wake County Schools,920416,Fuller Elementary,North Central,,40.2,C,Not Met,66.2,
Wake County Schools,920417,Forest Pines Drive Elementary,North Central,Y,44.2,C,Met,61.9,
Wake County Schools,920420,Fuquay-Varina Elementary,North Central,,35.7,C,Met,62,
Wake County Schools,920424,Fuquay-Varina Middle,North Central,,39.7,C,Met,63.3,
Wake County Schools,920428,Fuquay-Varina High,North Central,,24.4,B,Met,61.3,93.2
Wake County Schools,920436,Garner High,North Central,,40.5,C,Not Met,47.9,88.3
Wake County Schools,920438,River Oaks Middle,North Central,Y,84,ALT,,,
Wake County Schools,920439,Green Hope Elementary,North Central,,7,A,Exceeded,90.6,
Craven County Schools,250360,Oaks Road Academy,Southeast,Y,80.6,D,Met,32.6,
Wake County Schools,920441,Green Hope High,North Central,,7.5,A,Met,83.4,>95
Wake County Schools,920442,Hilburn Drive Academy,North Central,,28.3,C,Exceeded,63.6,
Wake County Schools,920443,Highcroft Elementary,North Central,,<5,A,Met,89.6,
Wake County Schools,920444,Heritage Middle,North Central,,11.4,A,Exceeded,84.6,
Wake County Schools,920445,Heritage High,North Central,,18.8,B,Not Met,67.7,94
Cumberland County Schools,260452,Westarea Elementary,Sandhills,Y,80.8,D,Exceeded,40.6,
Wake County Schools,920447,Holly Springs Elementary,North Central,,14.7,A,Exceeded,85,
Wake County Schools,920448,Hunter Elementary,North Central,,30.9,B,Not Met,72.5,
Wake County Schools,920449,Holly Ridge Elementary,North Central,,17.5,A,Exceeded,84.1,
Wake County Schools,920450,Holly Ridge Middle,North Central,,24.3,C,Not Met,69.4,
Wake County Schools,920451,Harris Creek Elementary,North Central,,35.3,C,Met,61.9,
Wake County Schools,920452,Jeffreys Grove Elementary,North Central,,21.5,B,Met,80,
Wake County Schools,920453,Jones Dairy Elementary,North Central,,9.9,B,Not Met,84.3,
Wake County Schools,920454,Heritage Elementary,North Central,,17.2,B,Met,78.3,
Wake County Schools,920455,Holly Springs High,North Central,,11.7,B,Not Met,70,>95
Wake County Schools,920456,Joyner Elementary,North Central,,24.5,B,Not Met,72.4,
Wake County Schools,920457,Holly Grove Elementary,North Central,,8.3,B,Not Met,84.8,
Wake County Schools,920458,Holly Grove Middle,North Central,,20.4,B,Not Met,74.3,
Wake County Schools,920459,Hortons Creek Elementary,North Central,,13.6,B,Not Met,78.8,
Wake County Schools,920460,Kingswood Elementary,North Central,Y,42,C,Met,63.6,
Wake County Schools,920464,Knightdale Elementary,North Central,Y,70.5,C,Exceeded,45.6,
Wake County Schools,920466,Knightdale High,North Central,,51.3,C,Not Met,31.3,89.2
Wake County Schools,920467,Laurel Park Elementary,North Central,,13.3,B,Met,71.4,
Wake County Schools,920468,Lacy Elementary,North Central,,22.6,B,Not Met,74.8,
Wake County Schools,920469,Leesville Road Elementary,North Central,,26.5,B,Not Met,75.6,
Wake County Schools,920470,Lead Mine Elementary,North Central,,35.8,B,Met,67.1,
Wake County Schools,920471,Leesville Road Middle,North Central,,29.2,B,Met,72,
Wake County Schools,920472,Ligon Middle,North Central,,28.9,C,Not Met,70.3,
Wake County Schools,920473,Leesville Road High,North Central,,15.9,B,Exceeded,76.1,92.3
Durham Public Schools,320338,James E Shepard Middle,North Central,Y,80.8,D,Not Met,33,
Wake County Schools,920476,Lincoln Heights Elementary,North Central,Y,52.2,C,Met,46.1,
Robeson County Schools,780360,Parkton Elementary,Sandhills,Y,80.8,D,Not Met,33.3,
Wake County Schools,920484,Lufkin Road Middle,North Central,,19.6,B,Met,75.4,
Wake County Schools,920488,Lynn Road Elementary,North Central,Y,54.5,C,Met,53.3,
Wake County Schools,920492,Martin Middle,North Central,,27.9,B,Met,73.1,
Wake County Schools,920494,Middle Creek Elementary,North Central,,24.2,C,Not Met,71.2,
Wake County Schools,920495,Middle Creek High,North Central,,22.9,B,Met,63.5,91.1
Moore County Schools,630320,Elise Middle,Sandhills,Y,81,D,Met,41.5,
Wake County Schools,920500,Millbrook High,North Central,,30.6,B,Met,58.5,90.2
Wake County Schools,920501,Mills Park Elementary,North Central,,6.1,A,Met,89.7,
Wake County Schools,920502,Mills Park Middle,North Central,,6.8,A,Exceeded,91,
Wake County Schools,920504,Morrisville Elementary,North Central,,6.8,A,Exceeded,86.3,
Wake County Schools,920506,Moore Square Middle,North Central,,29.7,C,Met,65.6,
Wake County Schools,920508,Mount Vernon,North Central,Y,77,ALT,,,
Wake County Schools,920512,North Garner Middle,North Central,,50.8,C,Met,54.7,
Wake County Schools,920514,North Forest Pines Elementary,North Central,,26.7,B,Exceeded,71.3,
Wake County Schools,920516,North Ridge Elementary,North Central,,41.7,C,Not Met,62.3,
Wake County Schools,920518,North Wake College and Career Academy,North Central,,35.3,B,Exceeded,77.1,
Wake County Schools,920520,Northwoods Elementary,North Central,,32.8,B,Exceeded,69.7,
Wake County Schools,920521,Oakview Elementary,North Central,,15.8,B,Met,74.3,
Wake County Schools,920522,Oak Grove Elementary,North Central,,19.9,B,Met,73.1,
Wake County Schools,920523,Olive Chapel Elementary,North Central,,8.3,A,Exceeded,86.3,
Wake County Schools,920524,Olds Elementary,North Central,,21.8,B,Met,73.5,
Wake County Schools,920525,Partnership Elementary,North Central,,35.2,C,Met,55.3,
Wake County Schools,920526,Panther Creek High,North Central,,7.2,A,Exceeded,85.8,>95
Wake County Schools,920528,Phillips High,North Central,Y,69.4,ALT,,,
Wake County Schools,920529,Pine Hollow Middle,North Central,,14.5,B,Exceeded,81.3,
Wake County Schools,920530,Penny Road Elementary,North Central,,26.7,B,Not Met,79.5,
Wake County Schools,920531,Pleasant Union Elementary,North Central,,11.6,B,Not Met,79.2,
Wake County Schools,920532,Poe Elementary,North Central,Y,65,C,Exceeded,46.7,
Wake County Schools,920533,Pleasant Grove Elementary,North Central,,40.4,C,Not Met,58,
Robeson County Schools,780374,Peterson Elementary,Sandhills,Y,81,D,Not Met,38.7,
Wake County Schools,920540,Rand Road Elementary,North Central,,36,C,Not Met,55.8,
Wake County Schools,920542,Reedy Creek Elementary,North Central,Y,56,C,Not Met,52.5,
Wake County Schools,920543,Richland Creek Elementary,North Central,,47.8,C,Met,63.6,
Wake County Schools,920544,Rolesville Elementary,North Central,,32,C,Exceeded,61.2,
Wake County Schools,920545,Rolesville Middle,North Central,,27.5,C,Met,61.9,
Wake County Schools,920546,Rolesville High,North Central,,39.6,C,Exceeded,54,86.9
Scotland County Schools,830360,Wagram Elementary,Sandhills,Y,81,D,Not Met,43,
Wake County Schools,920548,Root Elementary,North Central,,20.4,B,Met,75.1,
Northampton County Schools,660325,Gaston Middle,Northeast,Y,69.3,F,Not Met,28.1,
Wake County Schools,920550,Salem Elementary,North Central,,28.1,C,Exceeded,63.3,
Wake County Schools,920551,Salem Middle,North Central,,21.3,B,Met,75.3,
Wake County Schools,920552,Sanderson High,North Central,,30.7,B,Exceeded,59.3,86
Wake County Schools,920554,Sanford Creek Elementary,North Central,,31,C,Not Met,64,
Wake County Schools,920556,SCORE Academy,North Central,,33.3,ALT,,,
Wake County Schools,920557,Scotts Ridge Elementary,North Central,,5,B,Met,83.8,
Wake County Schools,920560,Smith Elementary,North Central,Y,77.1,C,Exceeded,49.3,
Guilford County Schools,410328,Bessemer Elementary,Piedmont-Triad,Y,81.3,D,Met,34.2,
Wake County Schools,920562,Southeast Raleigh High,North Central,,58.9,C,Not Met,36.4,85.2
Wake County Schools,920564,Stough Elementary,North Central,,30.5,C,Met,62.6,
Wake County Schools,920568,Swift Creek Elementary,North Central,Y,39.9,C,Not Met,59,
Wake County Schools,920569,Sycamore Creek Elementary,North Central,,11.1,B,Met,86,
Johnston County Schools,510397,Smithfield Middle,North Central,Y,81.3,D,Not Met,41,
Wake County Schools,920571,Turner Creek Elementary,North Central,,20.2,B,Met,77,
Wake County Schools,920572,Underwood Elementary,North Central,,22.9,B,Not Met,72.2,
Wake County Schools,920576,Vance Elementary,North Central,,34.1,C,Exceeded,60.4,
Wake County Schools,920580,Vandora Springs Elementary,North Central,Y,60.3,C,Not Met,48.2,
Wake County Schools,920581,Vernon Malone College and Career Academy,North Central,,37.5,B,Exceeded,75.3,>95
Wake County Schools,920582,Wake STEM Early College High School,North Central,,15.8,A,Exceeded,92.2,>95
Wake County Schools,920583,Wake Early College of Health and Science,North Central,,28.3,A,Exceeded,>95,>95
Wake County Schools,920584,Wake Forest Elementary,North Central,Y,48.4,C,Met,61.6,
Wake County Schools,920585,Wake Young Men's Leadership Academy,North Central,,39.8,B,Met,81,
Wake County Schools,920586,Wake Young Women's Leadership Academy,North Central,,35.6,A,Exceeded,93.4,>95
Wake County Schools,920588,Wake Forest High School,North Central,,23.5,B,Not Met,59.8,90.7
Wake County Schools,920592,Wake Forest Middle School,North Central,,39.7,C,Met,58.6,
Wake County Schools,920593,Wakefield Elementary,North Central,Y,42.8,C,Not Met,56.5,
Wake County Schools,920594,Wakefield Middle,North Central,,18.5,B,Not Met,72,
Wake County Schools,920595,Wakefield High,North Central,,26.3,C,Not Met,55.6,92.1
Wake County Schools,920596,Washington Elementary,North Central,,32.5,B,Met,69,
Robeson County Schools,780392,Rex-Rennert Elementary,Sandhills,Y,81.3,D,Met,22.7,
Wake County Schools,920598,Weatherstone Elementary,North Central,,25.1,B,Exceeded,80.3,
Cumberland County Schools,260386,Margaret Willis Elementary,Sandhills,Y,81.5,D,Not Met,39.2,
Wake County Schools,920600,Wendell Elementary,North Central,Y,47.2,C,Met,47.6,
Pasquotank County Schools,700318,Pasquotank Elementary,Northeast,Y,53,F,Met,25.5,
Wake County Schools,920604,West Cary Middle,North Central,,22.1,B,Met,74,
Wake County Schools,920606,West Lake Elementary,North Central,,21.4,C,Met,68.6,
Wake County Schools,920607,West Lake Middle,North Central,,24,C,Not Met,68.3,
Wake County Schools,920608,West Millbrook Middle,North Central,,46.9,C,Met,52.8,
Wake County Schools,920614,White Oak Elementary,North Central,,5.8,A,Exceeded,87.3,
Robeson County Schools,780412,Union Chapel Elementary,Sandhills,Y,81.5,D,Not Met,37.6,
Moore County Schools,630308,Aberdeen Elementary,Sandhills,Y,81.6,D,Not Met,35.1,
Wake County Schools,920620,Wiley Elementary,North Central,,36,C,Met,62.3,
Wake County Schools,920624,Willow Springs Elementary,North Central,,21.5,A,Exceeded,83.7,
Wake County Schools,920626,Yates Mill Elementary,North Central,Y,50.2,C,Met,67.5,
Wake County Schools,920628,York Elementary,North Central,,43.2,C,Exceeded,63.3,
Robeson County Schools,780330,L Gilbert Carroll Middle,Sandhills,Y,81.6,D,Not Met,43.4,
Wake County Schools,920636,Zebulon Middle,North Central,,59.8,C,Met,54.5,
Warren County Schools,930330,Mariam Boyd Elementary,North Central,Y,65.4,C,Met,47,
Bladen County Schools,090328,East Arcadia Elementary,Sandhills,Y,81.8,D,Met,37,
Warren County Schools,930344,South Warren Elementary,North Central,Y,65.6,C,Met,52.7,
Warren County Schools,930348,Vaughan Elementary,North Central,Y,59.7,C,Met,53.6,
Charter Schools,34F000,Forsyth Academy,Piedmont-Triad,Y,81.9,D,Not Met,46.1,
New Hanover County Schools,650328,Forest Hills Global Elementary,Southeast,Y,81.9,D,Met,36.9,
Warren County Schools,930360,Warren Early College High,North Central,,36,B,Exceeded,71.2,
Warren County Schools,930700,Warren New Tech High,North Central,,36.8,C,Met,37.2,83.3
Pasquotank County Schools,700320,P W Moore Elementary,Northeast,Y,66.3,F,Not Met,30.1,
Lenoir County Public Schools,540326,Northwest Elementary,Southeast,Y,82,D,Met,41.5,
Washington County Schools,940316,Washington County High,Northeast,,63.1,C,Met,24.1,78.8
Columbus County Schools,240308,Acme Delco Elementary,Sandhills,Y,82.1,D,Not Met,48,
Washington County Schools,940330,Washington Early College High,Northeast,,28.6,B,Exceeded,78.6,
Watauga County Schools,950308,Bethel Elementary,Northwest,Y,54.2,C,Met,59.3,
Watauga County Schools,950312,Blowing Rock Elementary,Northwest,,19.8,B,Exceeded,83.5,
Watauga County Schools,950316,Cove Creek Elementary,Northwest,Y,48.6,B,Met,65.4,
Watauga County Schools,950320,Green Valley Elementary,Northwest,Y,56.5,B,Exceeded,62.5,
Watauga County Schools,950322,Hardin Park Elementary,Northwest,Y,36.6,B,Met,75.4,
Watauga County Schools,950324,Mabel Elementary,Northwest,Y,59.6,C,Met,56.3,
Watauga County Schools,950328,Parkway Elementary,Northwest,,32.3,B,Exceeded,75.3,
Watauga County Schools,950332,Valle Crucis Elementary,Northwest,Y,33.8,B,Met,64.2,
Watauga County Schools,950336,Watauga High,Northwest,,22.8,B,Met,72.8,88.9
Watauga County Schools,950338,Watauga Innovation Academy,Northwest,,30.6,B,Met,73,>95
Guilford County Schools,410511,Parkview Village Elementary,Piedmont-Triad,Y,82.1,D,Met,34.5,
Wake County Schools,920547,Rogers Lane Elementary,North Central,Y,82.1,D,Not Met,34.4,
Pitt County Schools,740378,Vidant Health,Northeast,,65.4,F,,11.8,
Burke County Schools,120354,Mountain View Elementary,Northwest,Y,82.6,D,Not Met,44.4,
Wayne County Public Schools,960324,Charles B Aycock High,Southeast,,42.1,C,Not Met,54,85.2
Pitt County Schools,740390,South Greenville Elementary,Northeast,Y,90.8,F,Met,21.3,
Cumberland County Schools,260358,Luther Nick Jeralds Middle,Sandhills,Y,82.9,D,Not Met,39,
Wayne County Public Schools,960330,Eastern Wayne High,Southeast,,52.3,C,Met,46.8,88.6
Robeson County Schools,780410,Townsend Middle,Sandhills,Y,82.9,F,Met,19,
Wayne County Public Schools,960332,Edgewood Cmty Developmental,Southeast,,65.6,ALT,,,
Wayne County Public Schools,960334,Fremont STARS Elementary,Southeast,Y,57.6,C,Met,61.3,
Person County Schools,730334,North Elementary,North Central,Y,83,D,Exceeded,36.8,
Wayne County Public Schools,960336,Grantham Elementary,Southeast,Y,66.8,B,Exceeded,70.6,
Robeson County Schools,780402,South Robeson High,Sandhills,Y,83.2,D,Not Met,19.4,90.8
Wayne County Public Schools,960340,Greenwood Middle,Southeast,Y,57.2,C,Exceeded,52.9,
Wayne County Public Schools,960344,Meadow Lane Elementary,Southeast,Y,43.2,C,Exceeded,62.1,
Wayne County Public Schools,960348,Mount Olive Middle,Southeast,Y,71.9,C,Exceeded,42.2,
Wayne County Public Schools,960360,Norwayne Middle,Southeast,,53.8,C,Met,57,
Wayne County Public Schools,960370,Rosewood Elementary,Southeast,Y,47.2,C,Exceeded,59.6,
Wayne County Public Schools,960372,Rosewood High,Southeast,,48.9,C,Not Met,50.7,90.5
Wayne County Public Schools,960374,Rosewood Middle,Southeast,,53.4,C,Met,51.5,
Robeson County Schools,780352,Orrum Middle,Sandhills,Y,83.3,F,Not Met,25.6,
Wayne County Public Schools,960382,Spring Creek Elementary,Southeast,Y,72.7,C,Met,53.2,
Wayne County Public Schools,960386,Spring Creek High,Southeast,,62.3,C,Not Met,43.5,76.7
Wayne County Public Schools,960387,Spring Creek Middle,Southeast,Y,65.2,C,Met,49.5,
Wayne County Public Schools,960388,Tommy's Road Elementary,Southeast,Y,54.7,C,Met,57.2,
Robeson County Schools,780341,Lumberton Junior High,Sandhills,Y,83.4,F,Not Met,23.6,
Wayne County Public Schools,960450,Northeast Elementary,Southeast,Y,50.7,C,Met,67.1,
Wayne County Public Schools,960454,Northwest Elementary,Southeast,Y,51.2,C,Met,59.7,
Wayne County Public Schools,960488,Wayne Middle / High Academy,Southeast,,89,ALT,,,
Wayne County Public Schools,960490,Wayne Early / Middle College High,Southeast,,55.7,A,Exceeded,85.3,>95
Wayne County Public Schools,960700,Wayne School of Engineering,Southeast,,25.9,A,Exceeded,81.6,>95
Wilkes County Schools,970308,Boomer-Ferguson Elementary School,Northwest,Y,63.8,C,Met,61.7,
Wilkes County Schools,970310,C B Eller Elementary School,Northwest,Y,32.2,B,Not Met,75,
Wilkes County Schools,970312,C C Wright Elementary School,Northwest,Y,46.9,C,Not Met,55,
Wilkes County Schools,970315,Central Wilkes Middle School,Northwest,,40.6,C,Met,59.9,
Wilkes County Schools,970320,East Wilkes High School,Northwest,,41.3,B,Met,53.7,90.2
Wilkes County Schools,970322,East Wilkes Middle School,Northwest,,30,B,Exceeded,63.3,
Wilkes County Schools,970337,Millers Creek Elementary School,Northwest,Y,39.5,C,Met,60.4,
Wilkes County Schools,970340,Moravian Falls Elementary School,Northwest,Y,48.3,B,Exceeded,76,
Wilkes County Schools,970344,Mount Pleasant Elementary School,Northwest,Y,34.1,C,Met,66.4,
Wilkes County Schools,970348,Mountain View Elementary School,Northwest,Y,40.7,C,Exceeded,52.2,
Wilkes County Schools,970352,Mulberry Elementary School,Northwest,Y,48.2,B,Met,67,
Wilkes County Schools,970356,North Wilkes High School,Northwest,,46.6,B,Exceeded,58.9,83.2
Wilkes County Schools,970358,North Wilkes Middle School,Northwest,,38,C,Not Met,50.8,
Wilkes County Schools,970360,North Wilkesboro Elementary School,Northwest,Y,59.8,C,Exceeded,59,
Wilkes County Schools,970368,Roaring River Elementary School,Northwest,Y,35.1,C,Met,61.7,
Wilkes County Schools,970370,Ronda-Clingman Elementary School,Northwest,Y,26.5,B,Met,65.7,
